accession_no,author,cdli_id,collection,credits,date_of_origin,dates_referenced,designation,display_name,dynastic_seat,excavation_no,exemplars,findspot_square,genre,id_composite,language,material,museum_no,object_type,period,pleiades_id,popular_name,primary_publication,provenience,publication_date,publication_history,ruler,script,script_remarks,script_type,seal_id,subgenre,subgenre_remarks,text_remarks,year_name_eponym
"","","P463636","British Museum, London, UK (destroyed squeezes)","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004455/.","883-859","","Ashurnasirpal II 001","RIAo Ashurnasirpal II 001","Assyria","","1 R pls. 17-26","","Royal Inscription","Q004455","Akkadian","stone","","slab (sculptured)","Neo-Assyrian","894019","RIMA 2 A.0.101.1","Ashurnasirpal II 001","Nimrud","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463647","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004466/.","883-859","","Ashurnasirpal II 012","RIAo Ashurnasirpal II 012","Assyria","","Rm 2, 609-613","","Royal Inscription","Q004466","Akkadian","stone","","slab","Neo-Assyrian","894019","RIMA 2 A.0.101.12","Ashurnasirpal II 012","Nimrud","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463648","Yale Babylonian Collection, New Haven, Connecticut, USA","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004467/.","883-859","","Ashurnasirpal II 013","RIAo Ashurnasirpal II 013","Assyria","","YBC 02313","","Royal Inscription","Q004467","Akkadian","stone","","slab","Neo-Assyrian","894019","RIMA 2 A.0.101.13","Ashurnasirpal II 013","Nimrud","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463649","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004468/.","883-859","","Ashurnasirpal II 014","RIAo Ashurnasirpal II 014","Assyria","","BM 118924 (1851-09-02, 0037)","","Royal Inscription","Q004468","Akkadian","stone","","slab","Neo-Assyrian","894019","RIMA 2 A.0.101.14","Ashurnasirpal II 014","Nimrud","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463650","British Museum, London, UK; Birmingham Museums and Art Gallery, Birmingham, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004469/.","883-859","","Ashurnasirpal II 015","RIAo Ashurnasirpal II 015","Assyria","","AAA 19 no. 171 BCM 0219-078 K 08545 + K 08547 K 08548","","Royal Inscription","Q004469","Akkadian","stone","","slab","Neo-Assyrian","894019","RIMA 2 A.0.101.15","Ashurnasirpal II 015","Nimrud","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463651","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004470/.","883-859","","Ashurnasirpal II 016","RIAo Ashurnasirpal II 016","Assyria","","VAT 09638","","Royal Inscription","Q004470","Akkadian","clay","","tablet","Neo-Assyrian","893945","RIMA 2 A.0.101.16","Ashurnasirpal II 016","Ashur","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463652","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004471/.","883-859","","Ashurnasirpal II 017","RIAo Ashurnasirpal II 017","Assyria","","BM 118805 (1851-09-02, 0032)","","Royal Inscription","Q004471","Akkadian","clay","","stele","Neo-Assyrian","894019","RIMA 2 A.0.101.17","Ashurnasirpal II 017","Nimrud","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463653","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004472/.","883-859","","Ashurnasirpal II 018","RIAo Ashurnasirpal II 018","Assyria","","BM 118807 (1856-09-09, 0058)","","Royal Inscription","Q004472","Akkadian","stone","","obelisk","Neo-Assyrian","874621","RIMA 2 A.0.101.18","Ashurnasirpal II 018","Nineveh","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463654","British Museum, London, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004473/.","883-859","","Ashurnasirpal II 019","RIAo Ashurnasirpal II 019","Assyria","","BM 118883","","Royal Inscription","Q004473","Akkadian","stone","","stele","Neo-Assyrian","874418","RIMA 2 A.0.101.19","Ashurnasirpal II 019","Kurkh","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463655","","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004474/.","883-859","","Ashurnasirpal II 020","RIAo Ashurnasirpal II 020","Assyria","","Lehmann-Haup, Mat. pl. 1 ","","Royal Inscription","Q004474","Akkadian","stone","","stele","Neo-Assyrian","7082320","RIMA 2 A.0.101.20","Ashurnasirpal II 020","Babil","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463656","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004475/.","883-859","","Ashurnasirpal II 021","RIAo Ashurnasirpal II 021","Assyria","","VAT 09752 (Ass 02551); VAT 09782 (Ass 04533e +","","Royal Inscription","Q004475","Akkadian","clay","","tablet","Neo-Assyrian","893945","RIMA 2 A.0.101.21","Ashurnasirpal II 021","Ashur","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
"","","P463657","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Early First Millennium BC I (1114-859 BC) (RIMA 2), Toronto,  1991. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016-17) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q004476/.","883-859","","Ashurnasirpal II 022","RIAo Ashurnasirpal II 022","Assyria","","VAT 10944 (Ass 04428)","","Royal Inscription","Q004476","Akkadian","clay","","tablet","Neo-Assyrian","893945","RIMA 2 A.0.101.22","Ashurnasirpal II 022","Ashur","","","Ashurnasirpal II ","Neo-Assyrian","inscribed","Cuneiform","","Ashurnasirpal II","","",""
