accession_no,author,cdli_id,collection,credits,date_of_origin,dates_referenced,designation,display_name,dynastic_seat,excavation_no,exemplars,findspot_square,genre,id_composite,language,material,museum_no,object_type,period,pleiades_id,popular_name,primary_publication,provenience,publication_date,publication_history,ruler,script,script_remarks,script_type,seal_id,subgenre,subgenre_remarks,text_remarks,year_name_eponym
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007142/.","","","Darius I  09","ARIo DBh","Persia","","","","Royal Inscription","Q007142","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","903002","DBh","Darius I  09","Bisutun","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007143/.","","","Darius I  10","ARIo DBi","Persia","","","","Royal Inscription","Q007143","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","903002","DBi","Darius I  10","Bisutun","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007144/.","","","Darius I  11","ARIo DBj","Persia","","","","Royal Inscription","Q007144","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","903002","DBj","Darius I  11","Bisutun","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007145/.","","","Darius I  12","ARIo DBk","Persia","","","","Royal Inscription","Q007145","Old Persian, Elamite","","","","Achaemenid (547-331 BC)","903002","DBk","Darius I  12","Bisutun","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007146/.","","","Darius I  13","ARIo DEa","Persia","","","","Royal Inscription","Q007146","Akkadian, Elamite, Persian","","","","Achaemenid (547-331 BC)","","DEa","Darius I  13","Elvend","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007147/.","","","Darius I  14","ARIo DGa","Persia","","","","Royal Inscription","Q007147","Old Persian","","","","Achaemenid (547-331 BC)","","DGa","Darius I  14","Gherla (Romania)","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007148/.","","","Darius I  15","ARIo DHa","Persia","","","","Royal Inscription","Q007148","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","903021","DHa","Darius I  15","Ecbatana","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007149/.","","","Darius I  16","ARIo DKa","Persia","","","","Royal Inscription","Q007149","Old Persian","","","","Achaemenid (547-331 BC)","","DKa","Darius I  16","El-Khargeh","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007150/.","","","Darius I  17","ARIo DMa","Persia","","","","Royal Inscription","Q007150","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922693","DMa","Darius I  17","Pasargadae","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007151/.","","","Darius I  18","ARIo DMb","Persia","","","","Royal Inscription","Q007151","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922693","DMb","Darius I  18","Pasargadae","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007152/.","","","Darius I  19","ARIo DNa","Persia","","","","Royal Inscription","Q007152","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922685","DNa","Darius I  19","Naqsh-I Rustam","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007153/.","","","Darius I  20","ARIo DNb","Persia","","","","Royal Inscription","Q007153","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922685","DNb","Darius I  20","Naqsh-I Rustam","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007154/.","","","Darius I  21","ARIo DNc","Persia","","","","Royal Inscription","Q007154","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922685","DNc","Darius I  21","Naqsh-I Rustam","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007155/.","","","Darius I  22","ARIo DNd","Persia","","","","Royal Inscription","Q007155","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922685","DNd","Darius I  22","Naqsh-I Rustam","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007156/.","","","Darius I  23","ARIo DNe","Persia","","","","Royal Inscription","Q007156","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922685","DNe","Darius I  23","Naqsh-I Rustam","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007157/.","","","Darius I  24","ARIo DPa","Persia","","","","Royal Inscription","Q007157","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922695","DPa","Darius I  24","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007158/.","","","Darius I  25","ARIo DPb","Persia","","","","Royal Inscription","Q007158","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922695","DPb","Darius I  25","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007159/.","","","Darius I  26","ARIo DPc","Persia","","","","Royal Inscription","Q007159","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922695","DPc","Darius I  26","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007160/.","","","Darius I  27","ARIo DPd","Persia","","","","Royal Inscription","Q007160","Old Persian","","","","Achaemenid (547-331 BC)","922695","DPd","Darius I  27","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007161/.","","","Darius I  28","ARIo DPe","Persia","","","","Royal Inscription","Q007161","Old Persian","","","","Achaemenid (547-331 BC)","922695","DPe","Darius I  28","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007162/.","","","Darius I  29","ARIo DPf","Persia","","","","Royal Inscription","Q007162","Elamite","","","","Achaemenid (547-331 BC)","922695","DPf","Darius I  29","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007163/.","","","Darius I  30","ARIo DPg","Persia","","","","Royal Inscription","Q007163","Akkadian","","","","Achaemenid (547-331 BC)","922695","DPg","Darius I  30","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007164/.","","","Darius I  31","ARIo DPh","Persia","","","","Royal Inscription","Q007164","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922695","DPh","Darius I  31","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
